fid,Species,plant_id,plot_id,aggplot_id,site,mean-HEIGHTS06-05-2024,HEIGHTS06-05-2024,mean-HEIGHTS08-30-2024,HEIGHTS08-30-2024,mean-HEIGHTS07-31-2024,HEIGHTS07-31-2024,mean-HEIGHTS08-09-2022,HEIGHTS08-09-2022,mean-HEIGHTS07-18-2024,HEIGHTS07-18-2024,mean-HEIGHTS06-05-2023,HEIGHTS06-05-2023,mean-HEIGHTS06-10-2022,HEIGHTS06-10-2022,mean-HEIGHTS09-09-2022,HEIGHTS09-09-2022,mean-HEIGHTS07-16-2024,HEIGHTS07-16-2024,mean-HEIGHTS08-29-2022,HEIGHTS08-29-2022,mean-HEIGHTS07-27-2023,HEIGHTS07-27-2023,mean-HEIGHTS07-19-2022,HEIGHTS07-19-2022,mean-HEIGHTS11-17-2023,HEIGHTS11-17-2023,mean-HEIGHTS07-08-2022,HEIGHTS07-08-2022,mean-HEIGHTS05-11-2023,HEIGHTS05-11-2023,mean-HEIGHTS07-06-2023,HEIGHTS07-06-2023,mean-HEIGHTS09-26-2022,HEIGHTS09-26-2022,mean-HEIGHTS09-26-2023,HEIGHTS09-26-2023,mean-HEIGHTS07-11-2024,HEIGHTS07-11-2024,mean-HEIGHTS06-21-2023,HEIGHTS06-21-2023,mean-HEIGHTS06-25-2024,HEIGHTS06-25-2024,mean-HEIGHTS05-03-2023,HEIGHTS05-03-2023,mean-HEIGHTS07-26-2023,HEIGHTS07-26-2023,mean-HEIGHTS10-30-2023,HEIGHTS10-30-2023
2625,Bluebunch Wheatgrass,23BCPS00337,337,85,BlueCreek,,,0.014171063,0.01086609,0.037224397,0.037208654,,,0.012634763,0.014156685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,Bluebunch Wheatgrass,21MVPS01445,1445,362,Millville,0.025475547,0.023379821,,,,,0.008360129,0.011030528,,,0.02260921,0.015839461,0.002547203,0.002510963,0.012109932,0.009373593,0.018843994,0.013642219,0.016635006,0.018959906,0.011072095,0.010424741,0.018845683,0.017785633,0.048806496,0.044702113,0.008837359,0.007016173,0.01005444,0.010287696,0.021759354,0.0195114,0.004464942,0.006584953,0.012417057,0.014568791,0.008296873,0.00684326,0.018612023,0.01807325,0.014655273,0.012297653,0.010358233,0.011830731,0.010258862,0.009876286,0.043699753,0.046396255
2627,Bluebunch Wheatgrass,21MVPS01446,1446,362,Millville,0.039441016,0.034234971,,,,,0.00725014,0.00620945,,,0.015430218,0.010396535,0.0080007,0.006017899,0.016350392,0.016095797,0.029102355,0.019834673,0.013920913,0.016167499,0.013754688,0.014107599,0.015990678,0.015819026,0.052850518,0.053450033,0.01308095,0.011691591,0.015265892,0.012883614,0.013892803,0.016194321,0.014078792,0.014586188,0.018550979,0.015741803,0.025844622,0.021865916,0.023015019,0.020448625,0.029687637,0.028451299,0.013562589,0.014556489,0.008661659,0.009962604,0.054762118,0.048617501
2628,Bluebunch Wheatgrass,21MVPS01447,1447,362,Millville,0.065961093,0.040709034,,,,,0.009202833,0.008446637,,,0.02907116,0.032030102,0.008411524,0.008119388,0.010810174,0.012281517,0.057362955,0.043803506,0.016258521,0.016797356,0.010020607,0.012117725,0.013773024,0.014219575,0.065357193,0.077368982,0.006882982,0.006305656,0.02361162,0.023025822,0.023704475,0.018844284,0.013801886,0.01262654,0.018231194,0.018711818,0.03804395,0.022984995,0.025114253,0.017024959,0.056756344,0.055444308,0.009314009,0.011233874,0.006191808,0.006669636,0.059585121,0.064888112
2629,Bluebunch Wheatgrass,21MVPS01448,1448,362,Millville,0.074031666,0.064843938,,,,,0.005468487,0.006953535,,,0.021764902,0.022832494,0.010336461,0.014119467,0.018101744,0.018708391,0.061970983,0.058008429,0.014362268,0.015214877,0.012755455,0.009827157,0.013193388,0.012891385,0.035465028,0.035217479,0.016320519,0.016279494,0.013586268,0.014643983,0.01483544,0.015305603,0.015219905,0.016998602,0.014780306,0.01560118,0.043088805,0.041947667,0.023008803,0.022838499,0.053454652,0.055403292,0.009835544,0.014200846,0.011185329,0.013061523,0.022780688,0.019552533
2630,Bluebunch Wheatgrass,21MVPS01449,1449,363,Millville,0.048512209,0.028468849,,,,,0.021157904,0.022268292,,,0.047527049,0.032749582,0.016684556,0.016804131,0.032184016,0.031964563,0.02666558,0.018652376,0.029290203,0.030182132,0.0090271,0.00811936,0.01945965,0.01752637,0.032026473,0.03079913,0.015256014,0.01457375,0.030589163,0.029539255,0.023537524,0.02073344,0.028270125,0.020200361,0.025474498,0.025439128,0.033605415,0.031645909,0.040697038,0.041405268,0.042515978,0.025172392,0.01442789,0.011633143,0.014739813,0.014376453,0.043564092,0.041545853
2631,Bluebunch Wheatgrass,21MVPS01450,1450,363,Millville,0.035214607,0.02434977,,,,,0.02295626,0.02509352,,,0.022045489,0.0196294,0.015100887,0.015326713,0.025287775,0.025921997,0.034164507,0.024963973,0.033574082,0.036197148,0.015077339,0.013611955,0.022357551,0.02407546,0.030092003,0.030225493,0.016800087,0.019991964,0.013390584,0.010551227,0.020091331,0.017778426,0.021951877,0.020855553,0.015836602,0.013335994,0.033826735,0.033688683,0.013478464,0.015203006,0.027532944,0.027545989,0.01350731,0.014052022,0.014839793,0.014067272,0.034364875,0.038290348
2632,Bluebunch Wheatgrass,21MVPS01451,1451,363,Millville,0.039279174,0.03813431,,,,,0.024072925,0.024967425,,,0.016617432,0.018230489,0.016688174,0.019732149,0.020055801,0.015836999,0.037965596,0.031283699,0.023777541,0.022424255,0.006913232,0.008565081,0.023603914,0.023968771,0.045603678,0.044471879,0.016697904,0.017894499,0.014276514,0.015025823,0.02984013,0.026140647,0.020463586,0.019643638,0.02143879,0.020930408,0.03806778,0.037019759,0.022889696,0.022484289,0.022063835,0.018915467,0.014967012,0.01555601,0.01437512,0.014596966,0.054674342,0.049724989
2633,Bluebunch Wheatgrass,21MVPS01452,1452,363,Millville,0.06452851,0.044807211,,,,,0.020336872,0.020801729,,,0.044793323,0.047465507,0.014602007,0.014689127,0.023061587,0.021427659,0.039570786,0.039692484,0.020892235,0.021837609,0.011425863,0.014119467,0.017049747,0.017677698,0.029904425,0.02951787,0.012687763,0.015258224,0.021276534,0.021443566,0.036084194,0.028775122,0.037422419,0.021794211,0.033327781,0.023479419,0.037753727,0.038863283,0.035529073,0.025233813,0.039891694,0.031012597,0.009230866,0.010389364,0.008219401,0.008219401,0.041292194,0.040391535
2634,Bluebunch Wheatgrass,21MVPS01453,1453,364,Millville,0.009959177,0.0109729,,,,,0.016837064,0.016395791,,,0.002415857,0.006206694,0.01250521,0.015183375,0.016264787,0.013597752,0.010648667,0.011014951,0.013924239,0.014410608,0.010610225,0.010443053,0.010828155,0.011926875,0.004200025,0.006838977,0.013441906,0.014294978,0.014658417,0.015920151,0.01338731,0.009635911,0.014710166,0.018198106,0.013815473,0.012925607,0.015754843,0.016137829,0.009713312,0.011111233,0.010850091,0.007981089,0.011383396,0.012514159,0.010839906,0.010284915,0.008599257,0.008825057
2635,Bluebunch Wheatgrass,21MVPS01454,1454,364,Millville,0.008619093,0.010087125,,,,,0.011898768,0.011282164,,,0.009888085,0.009440104,0.009437343,0.007611458,0.007193026,0.005987107,0.013953455,0.016808767,0.018559378,0.018970422,0.007477234,0.005048312,0.019109741,0.018977651,0.010380536,0.009988339,0.012208139,0.008766582,0.014805731,0.015816983,0.020989662,0.01970697,0.014518924,0.012844853,0.013270749,0.013517117,0.016630936,0.017161358,0.008844814,0.009654702,0.015999561,0.014132548,0.014911584,0.016488001,0.009203142,0.007669195,0.008247499,0.009432509
2636,Bluebunch Wheatgrass,23BCPS00338,338,85,BlueCreek,,,0.01724188,0.017078968,0.040517442,0.039380159,,,0.006132434,0.005785821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,Bluebunch Wheatgrass,21MVPS01455,1455,364,Millville,0.0083428,0.00904537,,,,,0.016299896,0.016753325,,,0.008938753,0.01040044,0.016223265,0.016968556,0.012313277,0.014534358,0.016889893,0.011018116,0.017666129,0.016690928,0.00765785,0.008076844,0.014596819,0.017714757,0.009077294,0.010508964,0.017339356,0.017685834,0.016979968,0.017528195,0.021716423,0.019011816,0.011932419,0.012868133,0.01701769,0.016840611,0.020690326,0.015919143,0.015867384,0.015123791,0.026055275,0.013607838,0.014989427,0.016134489,0.011701223,0.007462707,0.008463392,0.011302181
2638,Bluebunch Wheatgrass,21MVPS01456,1456,364,Millville,0.008182157,0.008617293,,,,,0.016048748,0.017226556,,,0.009422395,0.009969075,0.023567557,0.02406553,0.018349055,0.0186648,0.017970383,0.020400563,0.021704687,0.021298621,0.008205941,0.008579453,0.019516744,0.019533768,0.013656944,0.015978057,0.011340045,0.012561055,0.016501077,0.01760637,0.027346086,0.026858149,0.021402268,0.020852277,0.0123099,0.012702674,0.023985149,0.025042089,0.013479634,0.014998051,0.021602269,0.018250812,0.014403611,0.014635677,0.01445697,0.012654623,0.009315467,0.009622997
2639,Bluebunch Wheatgrass,21MVPS01457,1457,365,Millville,0.022705428,0.021152409,,,,,0.019481884,0.018314861,,,0.043012138,0.025978783,0.004729802,0.003283703,0.04260214,0.027434058,0.012961275,0.01324119,0.030488767,0.027872117,0.007971426,0.011861818,0.015049709,0.01411578,0.035506852,0.030584551,0.007388921,0.005567857,0.019430386,0.016413968,0.023845019,0.025588639,0.05592417,0.028677521,0.005028734,0.00764343,0.02111649,0.020027664,0.108415514,0.092515692,0.011729185,0.010158927,0.018564925,0.016079871,0.011709922,0.011737477,0.036158539,0.033949699
2640,Bluebunch Wheatgrass,21MVPS01458,1458,365,Millville,0.016424233,0.015855635,,,,,0.029463587,0.027379073,,,0.075708643,0.06988313,0.013158526,0.014328743,0.061486747,0.042409945,0.020167712,0.015600448,0.044572588,0.033141412,0.007885179,0.004379605,0.019434009,0.014195759,0.029203299,0.026560031,0.020324364,0.019054737,0.039759241,0.039616648,0.02196509,0.023209397,0.067089558,0.055884168,0.01878305,0.01755978,0.019322505,0.017398186,0.098998487,0.092369638,0.013405712,0.014054915,0.029722724,0.028945433,0.013427468,0.014362106,0.031061681,0.019906629
2641,Bluebunch Wheatgrass,21MVPS01459,1459,365,Millville,0.035959389,0.039076749,,,,,0.015902689,0.015455109,,,0.020201499,0.013702456,0.008150985,0.006844868,0.013981603,0.013179994,0.015769791,0.010202638,0.021095376,0.017885657,0.010802397,0.013458624,0.017145721,0.01600714,0.033328667,0.035693865,0.015054807,0.016055068,0.01906218,0.018307772,0.017408831,0.017913403,0.017794827,0.016734095,0.012144368,0.008323901,0.028654689,0.028884491,0.031349316,0.025115585,0.025206225,0.022272363,0.015734166,0.017085288,0.014694204,0.013982778,0.033199295,0.035518777
2642,Bluebunch Wheatgrass,21MVPS01460,1460,365,Millville,0.023013173,0.022881392,,,,,0.012189561,0.011705164,,,0.040121287,0.020794045,0.011686433,0.013832884,0.018620497,0.01782665,0.01276514,0.014249739,0.024070261,0.024271933,0.008289847,0.010141471,0.016999254,0.016376341,0.043184683,0.045598604,0.011995887,0.013203429,0.022935262,0.02104814,0.011370918,0.012332005,0.022482809,0.02006829,0.011284845,0.014249497,0.030718323,0.030404788,0.134145141,0.099389434,0.024849959,0.02571262,0.028462242,0.026821062,0.010742954,0.012586185,0.035179459,0.036947314
2643,Bluebunch Wheatgrass,21MVPS01461,1461,366,Millville,0.044534318,0.039829444,,,,,0.024860958,0.02282997,,,0.047823858,0.047754139,0.013998212,0.014410631,0.041538958,0.039048247,0.040619556,0.033358421,0.023006951,0.024407921,0.013525623,0.013871266,0.026476197,0.027617468,0.097870752,0.106465489,0.007917329,0.009567797,0.031649888,0.02962557,0.067273892,0.040574271,0.0394543,0.043360345,0.057066947,0.058551218,0.040954493,0.03812588,0.06894394,0.068667248,0.039979454,0.041760381,0.025861831,0.026097473,0.019510215,0.017506016,0.101092011,0.106103003
2644,Bluebunch Wheatgrass,21MVPS01462,1462,366,Millville,0.055816345,0.053208146,,,,,0.017124292,0.016590239,,,0.032455735,0.026575398,0.010572264,0.011777276,0.013075504,0.012612674,0.03660354,0.034242898,0.011584295,0.012645919,0.010422561,0.00549203,0.016818985,0.016661011,0.074440032,0.084955603,0.012934806,0.01338634,0.01719331,0.016519513,0.108196847,0.099955246,0.014912031,0.013950655,0.020561066,0.018369302,0.028934594,0.02629485,0.029634098,0.022285981,0.052949931,0.043247528,0.01030772,0.01077926,0.015556976,0.014821425,0.071237199,0.076734409
2645,Bluebunch Wheatgrass,21MVPS01463,1463,366,Millville,0.043753937,0.028588358,,,,,0.009217016,0.010966121,,,0.016936174,0.011491756,0.009663744,0.007180634,0.011927417,0.007464287,0.024887733,0.020160498,0.013928066,0.013060191,0.010118978,0.00945504,0.011268995,0.010463007,0.06740427,0.064763054,0.008439863,0.007957534,0.009923873,0.011068889,0.015514903,0.013489621,0.016807411,0.016000606,0.010084403,0.009959797,0.032888647,0.034784351,0.018249944,0.017121149,0.041867532,0.020332139,0.011515582,0.012069467,0.013772548,0.01632265,0.059324179,0.060313717
2646,Bluebunch Wheatgrass,21MVPS01464,1464,366,Millville,0.03124322,0.032245487,,,,,0.014553257,0.014577514,,,0.03118265,0.016316429,0.012978225,0.012801287,0.021206472,0.019446827,0.031873401,0.034039192,0.022295533,0.022395045,0.013830611,0.014565449,0.02016269,0.020675484,0.054694567,0.040669151,0.012703242,0.013793945,0.019320741,0.01809188,0.025937129,0.024757791,0.033268876,0.027829476,0.010953437,0.009646018,0.03298619,0.033635166,0.073566504,0.043848541,0.016322531,0.017634073,0.018589133,0.017423104,0.023504565,0.023683965,0.055140968,0.038618255
2647,Bluebunch Wheatgrass,23BCPS00339,339,85,BlueCreek,,,0.017069651,0.017235832,0.038761709,0.038793352,,,0.010985228,0.008568887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,Bluebunch Wheatgrass,21MVPS01465,1465,367,Millville,0.009663257,0.008956389,,,,,0.008730614,0.00941413,,,0.009846422,0.012712316,0.011960872,0.011772336,0.010034846,0.012031029,0.006682336,0.004036149,0.014316883,0.012065655,0.011073441,0.011234337,0.011387113,0.012017647,0.021889005,0.019792879,0.009631779,0.011157684,0.010423202,0.011519001,0.005608751,0.008499496,0.010216006,0.007510319,0.008309024,0.010065442,0.01675364,0.011796487,0.009534622,0.010459183,0.005989056,0.004863346,0.013299708,0.013846665,0.014071572,0.014333252,0.014105406,0.015465838
2649,Bluebunch Wheatgrass,21MVPS01466,1466,367,Millville,0.014991476,0.00931448,,,,,0.00632505,0.003132089,,,0.008383401,0.008523589,0.010860048,0.011530249,0.009086479,0.007376466,0.020031337,0.016213859,0.012742958,0.013253482,0.005545773,0.004908313,0.008563919,0.008427475,0.025907943,0.022238294,0.010105939,0.006837841,0.015197957,0.016053872,0.021084089,0.019329702,0.01011133,0.011872688,0.008192275,0.008416627,0.022606915,0.023815524,0.018691661,0.017449357,0.010694011,0.010638645,0.015837632,0.017003203,0.012946125,0.011144852,0.020591017,0.020041391
2650,Bluebunch Wheatgrass,21MVPS01467,1467,367,Millville,0.019858586,0.018704431,,,,,0.008063356,0.010950837,,,0.011077904,0.009768471,0.01252053,0.013323459,0.012853516,0.01050241,0.024994165,0.022777809,0.018281337,0.018734386,0.0096252,0.009467378,0.012705537,0.014854996,0.051038433,0.053892784,0.008370754,0.005969777,0.015638499,0.015123305,0.01785454,0.015947554,0.018176574,0.017288567,0.011748631,0.012019872,0.017548529,0.01759401,0.02103471,0.017544432,0.012858606,0.0071581,0.015072498,0.014231312,0.007190092,0.009037871,0.043749887,0.041379578
2651,Bluebunch Wheatgrass,21MVPS01468,1468,367,Millville,0.042378753,0.033309579,,,,,0.014035098,0.014621256,,,0.051118784,0.038182076,0.012891018,0.013607245,0.01961318,0.019695634,0.043702587,0.035688989,0.025647771,0.025581352,0.009169295,0.009628805,0.019052625,0.019368106,0.065335378,0.064385772,0.007753036,0.011176381,0.023816943,0.024927408,0.016593033,0.017085163,0.037646495,0.035824656,0.026363548,0.026980221,0.048371468,0.035589889,0.133644789,0.125671983,0.033633005,0.024769997,0.021417081,0.022557553,0.014397228,0.016046878,0.071106695,0.069740348
2652,Bluebunch Wheatgrass,21MVPS01469,1469,368,Millville,0.036059123,0.033333015,,,,,0.014249057,0.014639937,,,0.054615855,0.042509347,0.012936722,0.013210678,0.0235714,0.021040102,0.032222938,0.027390236,0.020406561,0.020370908,0.012892781,0.012898477,0.018180251,0.018080179,0.107826635,0.115385614,0.013423328,0.011597497,0.032358177,0.031207209,0.024185944,0.025047595,0.022976739,0.023898782,0.045374192,0.044390168,0.026970344,0.022792088,0.050457384,0.045708019,0.027668728,0.026488755,0.025769228,0.025462607,0.014656845,0.015662888,0.09407869,0.097884499
2653,Bluebunch Wheatgrass,21MVPS01470,1470,368,Millville,0.056354858,0.048806891,,,,,0.012917578,0.012958079,,,0.025009111,0.024531437,0.013866113,0.014783183,0.014779238,0.014749751,0.03937098,0.033160239,0.018757777,0.01988543,0.010976351,0.011593695,0.012464179,0.013681581,0.11450246,0.11602132,0.007860945,0.004213864,0.022393188,0.019266341,0.051760875,0.050956748,0.019965785,0.019906508,0.045607436,0.045026947,0.039096475,0.036708876,0.019435368,0.018473255,0.038797814,0.037240691,0.021244373,0.019616319,0.010738254,0.012061764,0.112424344,0.114526838
2654,Bluebunch Wheatgrass,21MVPS01471,1471,368,Millville,0.06495595,0.050707281,,,,,0.018042916,0.017469028,,,0.034142628,0.032847416,0.015769143,0.016443603,0.026766472,0.026394766,0.02411969,0.025377389,0.020872345,0.019313565,0.01695543,0.015536055,0.020581128,0.018201426,0.099630855,0.103304029,0.008275968,0.004749717,0.03069482,0.028896514,0.088746361,0.074232206,0.035484713,0.033973496,0.067408971,0.074987277,0.071232423,0.072190411,0.04601926,0.044608489,0.04647059,0.043325167,0.026115239,0.024123231,0.014427898,0.014069977,0.120668441,0.126900658
2655,Bluebunch Wheatgrass,21MVPS01472,1472,368,Millville,0.066317201,0.058645695,,,,,0.015158119,0.016420051,,,0.041438315,0.039417218,0.011369364,0.012856323,0.021505205,0.013117654,0.041877244,0.037940048,0.022008076,0.016595496,0.018046202,0.018336112,0.01695855,0.018198658,0.083450161,0.084111154,0.009121712,0.011219633,0.026476448,0.025742542,0.075288586,0.05363385,0.036439318,0.026213363,0.054668862,0.052151341,0.087396696,0.086348034,0.046009813,0.044484712,0.046841517,0.044443328,0.022714794,0.022281863,0.016174413,0.016908683,0.099241614,0.101502165
2656,Bluebunch Wheatgrass,21MVPS01473,1473,369,Millville,0.023735544,0.019004008,,,,,0.011118695,0.013923337,,,0.021840369,0.01733711,0.009671013,0.006002336,0.012449173,0.014131284,0.017328143,0.011336256,0.014106194,0.004830199,0.01540017,0.01445766,0.009177836,0.003002166,0.040522426,0.034809805,0.007290905,0.008532435,0.019072579,0.019174667,0.015792256,0.017509561,0.015364413,0.014507619,0.015519381,0.014559589,0.018284835,0.01134168,0.020913213,0.012698515,0.019488869,0.020346452,0.021846069,0.021421932,0.015606254,0.011294019,0.043838065,0.034822203
2657,Bluebunch Wheatgrass,21MVPS01474,1474,369,Millville,0.01369449,0.004630136,,,,,0.011743875,0.01439694,,,0.059375163,0.040734746,0.01121611,0.006621387,0.021100894,0.019029774,0.026436154,0.016764335,0.017663354,0.019694176,0.013365798,0.013282371,0.011531717,0.010884923,0.034262199,0.034930553,0.01323315,0.016321067,0.022521563,0.015626652,0.022267973,0.017553126,0.024402495,0.01499463,0.007657236,0.005390229,0.017441776,0.01473394,0.111734279,0.082541466,0.015821088,0.015711388,0.022628959,0.020428069,0.012432901,0.01153257,0.029375361,0.027311726
2658,Bluebunch Wheatgrass,23BCPS00340,340,85,BlueCreek,,,0.016105425,0.017337175,0.034591828,0.035101559,,,0.011550382,0.013712564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,Bluebunch Wheatgrass,21MVPS01475,1475,369,Millville,0.008449328,0.007866633,,,,,0.017357104,0.016393919,,,0.13522765,0.150320679,0.012146194,0.011686078,0.039607111,0.034012835,0.015509257,0.015910681,0.028425913,0.028839512,0.0140078,0.013678178,0.023465283,0.024236403,0.038731009,0.037701666,0.013953901,0.011819281,0.049094234,0.049265891,0.006450358,0.00549456,0.037874572,0.028038312,0.011303637,0.011238835,0.014488863,0.011620871,0.158452258,0.171328425,0.010630365,0.011552847,0.036382541,0.033585247,0.015200325,0.014754493,0.037485693,0.037297752
2660,Bluebunch Wheatgrass,21MVPS01476,1476,369,Millville,0.023660349,0.024137521,,,,,0.011445739,0.011443972,,,0.047515448,0.036958538,0.014666039,0.015962604,0.020117234,0.020226412,0.010915049,0.012046129,0.022820389,0.023833666,0.013506987,0.014200846,0.018686455,0.018711269,0.042607933,0.044184651,0.009346753,0.011585346,0.029306022,0.029444247,0.016592341,0.016689727,0.020741016,0.021747705,0.011162071,0.01217491,0.016613334,0.017406516,0.05333557,0.052462511,0.011959006,0.012879319,0.024754975,0.024917684,0.01456361,0.015262705,0.039217912,0.040895738
2661,Bluebunch Wheatgrass,21MVPS01477,1477,370,Millville,0.020421768,0.017896758,,,,,0.012718212,0.009359471,,,0.029391471,0.019330438,0.011241361,0.0100153,0.016789604,0.015828328,0.014967721,0.012141431,0.013004319,0.012805511,0.014040083,0.014463932,0.009074142,0.009897813,0.070643082,0.068905771,0.005576749,0.007329406,0.023619227,0.02297057,0.006502755,0.00127084,0.016757671,0.014103472,0.019440671,0.017046206,0.016341509,0.013566569,0.037705582,0.03676099,0.022645365,0.018075591,0.018610563,0.016393485,0.015773984,0.013198248,0.061680909,0.059989527
2662,Bluebunch Wheatgrass,21MVPS01478,1478,370,Millville,0.032685161,0.031100329,,,,,0.009361525,0.009396723,,,0.015316984,0.015957,0.012532128,0.013213638,0.010360306,0.011548382,0.019718196,0.019403523,0.013022373,0.015950086,0.016057447,0.014817731,0.006413556,0.004061571,0.078778267,0.08598043,0.010723793,0.011866076,0.018397072,0.018240377,0.009898394,0.00479597,0.01330435,0.013826927,0.021846484,0.022559501,0.02941294,0.026513945,0.018122131,0.016277976,0.039750315,0.034191992,0.015004616,0.015288852,0.018384187,0.017280102,0.071423836,0.079630524
2663,Bluebunch Wheatgrass,21MVPS01479,1479,370,Millville,0.058358368,0.047531176,,,,,0.012824895,0.01176287,,,0.018986221,0.018929701,0.01425133,0.013597691,0.012536226,0.009353096,0.041115869,0.021663267,0.014113175,0.01610291,0.013943848,0.012714647,0.014305346,0.014331045,0.074059904,0.071489103,0.01144612,0.012056726,0.017789997,0.018346937,0.038956646,0.025006564,0.016905282,0.016754145,0.031100137,0.025539454,0.036371246,0.032786645,0.028010057,0.020144241,0.046569522,0.04075693,0.020504123,0.018267067,0.019764734,0.019243542,0.070886813,0.06875217
2664,Bluebunch Wheatgrass,21MVPS01480,1480,370,Millville,0.050318602,0.042437635,,,,,0.011054301,0.0112679,,,0.007448261,0.008497615,0.009146955,0.009505916,0.014819141,0.0165876,0.040359035,0.026129227,0.01207616,0.01416211,0.01102367,0.011962336,0.014780325,0.017005878,0.052319631,0.052337304,0.008366914,0.010066377,0.017036073,0.016876686,0.041081041,0.020760838,0.015984312,0.016217042,0.018271819,0.019530524,0.028227555,0.028036723,0.02015133,0.019399308,0.029882161,0.025032111,0.017069997,0.017068191,0.017645417,0.018081874,0.047642931,0.046615869
2665,Bluebunch Wheatgrass,21MVPS01481,1481,371,Millville,0.014223181,0.014190322,,,,,0.009654592,0.008463633,,,0.037346512,0.019036613,0.011962699,0.011893462,0.018398825,0.01891599,0.019214001,0.019763004,0.016703151,0.016110949,0.011809818,0.012133647,0.010564716,0.006262974,0.058721658,0.058514785,0.008555205,0.00834136,0.024015708,0.022590084,0.011222784,0.012610521,0.020420702,0.02039279,0.015980035,0.016036458,0.027182149,0.025027474,0.042236887,0.022095846,0.012984968,0.012542936,0.023652278,0.023161983,0.017566748,0.019650463,0.04642335,0.043582313
2666,Bluebunch Wheatgrass,21MVPS01482,1482,371,Millville,0.046638992,0.044361211,,,,,0.013500881,0.013005501,,,0.02061891,0.019401098,0.011478771,0.010952083,0.017000608,0.016808007,0.042274814,0.028790666,0.020227984,0.020838607,0.015993409,0.015773484,0.011041318,0.008786933,0.091835551,0.091682345,0.007584893,0.00926679,0.016679378,0.012120334,0.017352225,0.015023263,0.019397341,0.021922722,0.026224269,0.024503598,0.054385308,0.044694353,0.032345582,0.03119508,0.047487717,0.036427751,0.020911312,0.020017009,0.019298682,0.018228162,0.082102604,0.085170396
2667,Bluebunch Wheatgrass,21MVPS01483,1483,371,Millville,0.029879399,0.028962007,,,,,0.011057762,0.009600407,,,0.021700777,0.023397932,0.005842273,0.005778895,0.012792473,0.011316149,0.036797717,0.032228891,0.018376369,0.016308783,0.01444854,0.017216533,0.010396956,0.009988409,0.053484518,0.055399064,0.006082412,0.007531991,0.014669315,0.015917847,0.02564247,0.024790376,0.016371513,0.01601089,0.010477849,0.012911201,0.034643866,0.033422634,0.018043162,0.017057365,0.032800723,0.027733909,0.019146722,0.018025583,0.015426904,0.014426775,0.053829271,0.054365166
2668,Bluebunch Wheatgrass,21MVPS01484,1484,371,Millville,0.025354313,0.022092272,,,,,0.006355691,0.010945639,,,0.025800882,0.024636174,0.006917318,0.006917318,0.011333042,0.013154443,0.027362114,0.023856169,0.010723054,0.010877111,0.011846815,0.013695584,0.007975261,0.007975261,0.050737694,0.04867743,0.009521484,0.009521484,0.021037014,0.021171927,0.03565092,0.041884899,0.010102564,0.014029632,0.017560596,0.018461347,0.024087872,0.023809252,0.045959689,0.033253562,0.022572994,0.023372147,0.014779207,0.011601142,0.0162204,0.016732575,0.054601222,0.049249947
2669,Bluebunch Wheatgrass,23BCPS00035,35,9,BlueCreek,,,0.015783349,0.013761478,0.048577264,0.054845516,,,0.009233967,0.009590593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,Bluebunch Wheatgrass,23BCPS00341,341,86,BlueCreek,,,0.00652377,0.006234543,0.048628476,0.051364068,,,0.003549901,0.003149865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,Bluebunch Wheatgrass,21MVPS01485,1485,372,Millville,0.037957739,0.031309895,,,,,0.015755402,0.017193507,,,0.033437703,0.03171378,0.016310034,0.015906882,0.019992333,0.020430196,0.030812774,0.0262955,0.019510942,0.018220512,0.02233039,0.021588705,0.015765185,0.011997927,0.061565094,0.054645579,0.012504954,0.012920141,0.024703687,0.02350159,0.02433327,0.025026085,0.026028413,0.023935255,0.026182208,0.024523897,0.03434138,0.029230144,0.038643323,0.037570316,0.020164987,0.018945772,0.026175695,0.02503925,0.025570508,0.024385685,0.077235155,0.066155843
2672,Bluebunch Wheatgrass,21MVPS01486,1486,372,Millville,0.022005467,0.018444186,,,,,0.011627407,0.011099723,,,0.022461154,0.024609447,0.013089944,0.015875509,0.015633503,0.012980413,0.018372176,0.021471322,0.020003159,0.019834409,0.017682619,0.01742802,0.012711694,0.011023259,0.038601603,0.043141469,0.011319945,0.011396436,0.017497083,0.01709258,0.013042639,0.013323604,0.016440311,0.014520797,0.018311197,0.018095974,0.026674233,0.026858507,0.016402351,0.016537743,0.009351534,0.007289376,0.022728989,0.021760415,0.018451555,0.017535631,0.070341721,0.072151609
